file_name,genre,year,artist,title,album,length,bpm,folder
Amberian Dawn - Lionheart,Metal,2009,Amberian Dawn,Lionheart,The Clouds of Northland Thunder,3:42,77,A - C
Amberian Dawn - Lost Soul,Metal,2009,Amberian Dawn,Lost Soul,The Clouds of Northland Thunder,3:45,142,A - C
Amberian Dawn - Lullaby,Metal,2008,Amberian Dawn,Lullaby,River of Tuoni,3:39,110,A - C
Amberian Dawn - Morning Star,Metal,2009,Amberian Dawn,Morning Star,The Clouds of Northland Thunder,4:28,82,A - C
Amberian Dawn - My Only Star,Metal,2008,Amberian Dawn,My Only Star,River of Tuoni,4:29,95,A - C
Amberian Dawn - My Wings Are My Eyes,Metal,2008,Amberian Dawn,My Wings Are My Eyes,River of Tuoni,3:15,159,A - C
Amberian Dawn - Passing Bells,Metal,2008,Amberian Dawn,Passing Bells,River of Tuoni,4:05,130,A - C
Amberian Dawn - River of Tuoni,Metal,2006,Amberian Dawn,River of Tuoni,River of Tuoni,3:04,100,A - C
Amberian Dawn - Saga,Metal,2009,Amberian Dawn,Saga,The Clouds of Northland Thunder,4:09,159,A - C
Amberian Dawn - Sampo,Metal,2010,Amberian Dawn,Sampo,End of Eden,3:16,144,A - C
Amberian Dawn - Shallow Waters,Metal,2009,Amberian Dawn,Shallow Waters,The Clouds of Northland Thunder,3:36,167,A - C
Amberian Dawn - Snowmaiden,Metal,2009,Amberian Dawn,Snowmaiden,The Clouds of Northland Thunder,3:48,139,A - C
Amberian Dawn - Sons of Seven Stars,Metal,2009,Amberian Dawn,Sons of Seven Stars,The Clouds of Northland Thunder,3:45,179,A - C
Amberian Dawn - Sunrise,Metal,2008,Amberian Dawn,Sunrise,River of Tuoni,3:34,179,A - C
Amberian Dawn - The Curse,Metal,2008,Amberian Dawn,The Curse,River of Tuoni,4:03,149,A - C
Amberian Dawn - Valkyries,Metal,2008,Amberian Dawn,Valkyries,River of Tuoni,3:31,155,A - C
Amberian Dawn - War in Heaven,Metal,2010,Amberian Dawn,War in Heaven,End of Eden,7:34,120,A - C
Amberian Dawn - Willow of Tears,Metal,2009,Amberian Dawn,Willow of Tears,The Clouds of Northland Thunder,4:16,119,A - C
Aminal - Drag Me Away,Indie Rock,2009,Aminal,Drag Me Away,A Face to Fight,3:18,125,A - C
Amon Amarth - Twilight of the Thunder God,Metal,2008,Amon Amarth,Twilight of the Thunder God,Twilight of the Thunder God,4:07,95,A - C
Amy Courts - Shiver,Pop Rock,2008,Amy Courts,Shiver,These Cold and Rusted Lungs,2:54,86,A - C
Amy Winehouse - Rehab,R&B/Soul/Funk,2006,Amy Winehouse,Rehab,Back to Black,3:38,145,A - C
An Endless Sporadic - Anything (Incl. Vocals),Progressive Rock,2008,An Endless Sporadic,Anything (Incl. Vocals),Ameliorate,4:51,129,A - C
An Endless Sporadic - Anything v2,Progressive Rock,2008,An Endless Sporadic,Anything,Ameliorate,4:51,129,A - C
An Endless Sporadic - Anything,Progressive Rock,2008,An Endless Sporadic,Anything,Ameliorate,4:49,129,A - C
An Endless Sporadic - Impulse,Progressive Rock,2008,An Endless Sporadic,Impulse,Ameliorate,4:30,100,A - C
"An Endless Sporadic - From the Blue, Point of No Return",Progressive Rock,2009,An Endless Sporadic,From the Blue/Point of No Return/T.T.R.T.S,An Endless Sporadic,10:06,129,A - C
an Unkindness - Foundation,Alternative,2010,an Unkindness,Foundation,4 Songs,4:08,159,A - C
Analogue Revolution feat. Bryan Steele - I Can't Explain It,Pop Rock,2009,Analogue Revolution feat. Bryan Steele,I Can't Explain It,,2:20,130,A - C
Analogue Revolution feat. Bryan Steele - R U Ready For This,Pop Rock,2009,Analogue Revolution feat. Bryan Steele,R U Ready For This,,3:54,159,A - C
Analogue Revolution feat. First Be - What A Trip,Pop Rock,2008,Analogue Revolution feat. First Be,What A Trip,,3:54,83,A - C
Analogue Revolution feat. The Chance Sisters - Looking (Foot in Your Mouth),Pop Rock,2009,Analogue Revolution feat. The Chance Sisters,Looking (Foot in Your Mouth),,3:20,144,A - C
Analogue Revolution feat. Wendy Drown - Leap of Faith,Pop Rock,2009,Analogue Revolution feat. Wendy Drown,Leap of Faith,,3:43,114,A - C
Anamanaguchi - Airbrushed,Pop/Dance/Electronic,2010,Anamanaguchi,Airbrushed,Airbrushed,4:01,187,A - C
Anarchy Club - A Bullet in the Head,Metal,2009,Anarchy Club,A Bullet in the Head,The Art of War,3:44,105,A - C
Anarchy Club - All the Fires Burning,Metal,2012,Anarchy Club,All the Fires Burning,Life in the Underground,3:03,76,A - C
Anarchy Club - Blood Doll,Metal,2007,Anarchy Club,Blood Doll,A Single Drop of Red,2:46,135,A - C
Anarchy Club - Built to Grind,Metal,2009,Anarchy Club,Built to Grind,The Art of War,3:37,169,A - C
Anarchy Club - Collide,Metal,2007,Anarchy Club,Collide,A Single Drop of Red,3:25,109,A - C
Anarchy Club - Get Clean,Metal,2009,Anarchy Club,Get Clean,The Art of War,3:37,115,A - C
Anberlin - Breaking,Religious,2008,Anberlin,Breaking,New Surrender,3:32,157,A - C
Anberlin - Feel Good Drag,Religious,2008,Anberlin,Feel Good Drag,New Surrender,3:14,94,A - C
Anberlin - The Feel Good Drag,Religious,2008,Anberlin,The Feel Good Drag,New Surrender,3:16,94,A - C
Andrew W.K. - Party Hard,Rock,2001,Andrew W.K.,Party Hard,I Get Wet,3:08,161,A - C
"Andy Grammer - Honey, I'm Good",Pop Rock,2014,Andy Grammer,"Honey, I'm Good",Magazines or Novels,3:15,122,A - C
Andy Kirk - Beautiful,Pop Rock,2010,Andy Kirk,Beautiful,Wake Up My Soul,3:49,85,A - C
Andy Kirk - Love Is The Only Thing,Pop Rock,2010,Andy Kirk,Love Is The Only Thing,Wake Up My Soul,2:52,131,A - C
Angels & Airwaves - It Hurts,Alternative,2006,Angels & Airwaves,It Hurts,We Don't Need to Whisper,4:17,149,A - C
Angels & Airwaves - The Adventure,Alternative,2006,Angels & Airwaves,The Adventure,We Don't Need to Whisper,5:17,143,A - C
Angels and Airwaves - Everythings Magic,Alternative,2007,Angels & Airwaves,Everything's Magic,I-Empire,3:54,108,A - C
Animal Flag - Sink,Indie Rock,2016,Animal Flag,Sink,"Boston Sessions, Vol. 1: Beast",3:26,101,A - C
Animotion - Obsession,Alternative,1984,Animotion,Obsession,Obsession,4:20,114,A - C
Anita Maj - Undercover,Pop Rock,2010,Anita Maj,Undercover,The Masquerade EP,3:45,142,A - C
ANKST - Monument,Rock,2009,ANKST,Monument,Monument,4:54,120,A - C
Anouk - Good God,R&B/Soul/Funk,2007,Anouk,Good God,Who's Your Momma,2:42,163,A - C
Anthrax - Among the Living,Metal,1987,Anthrax,Among the Living,Among the Living,5:20,103,A - C
Anthrax - Caught in a Mosh,Metal,1987,Anthrax,Caught in a Mosh,Among the Living,5:01,103,A - C
Anthrax - I'm the Man,Metal,1987,Anthrax,I'm the Man,I'm the Man,3:09,98,A - C
Anthrax - Indians,Metal,1987,Anthrax,Indians,Among the Living,5:48,103,A - C
Anthrax - Madhouse (Live),Metal,1987,Anthrax,Madhouse (Live),Live at Hammersmith Odeon,3:49,188,A - C
Anthrax - Metal Thrashing Mad (Live),Metal,1987,Anthrax,Metal Thrashing Mad (Live),"Live in Dallas, Texas",2:37,109,A - C
Anvil - 666,Metal,2009,Anvil,666,Anvil Rock Band Re-Record,4:41,147,A - C
Anvil - Metal on Metal,Metal,2009,Anvil,Metal on Metal,Anvil Rock Band Re-Record,4:07,120,A - C
Anvil - This Is Thirteen,Metal,2007,Anvil,This Is Thirteen,This Is Thirteen,6:08,112,A - C
Anybody Who's Anybody - Come Outside,Rock,2010,Anybody Who's Anybody,Come Outside,Come Outside,3:55,98,A - C
"Arcadia - Slaughterhouse, Obituaries and a Love Story",Metal,2010,Arcadia,"Slaughterhouse, Obituaries and a Love Story",Roy Philip Nohl,3:03,110,A - C
Arch Enemy - Nemesis,Metal,2005,Arch Enemy,Nemesis,Doomsday Machine,4:05,97,A - C
Architects - Learn to Live,Metal,2011,Architects,Learn to Live,The Here and Now,4:08,100,A - C
Arctic Horror - Black Seas,Metal,2016,Arctic Horror,Black Seas,Goatist,3:50,115,A - C
Arctic Monkeys - Arabella,Alternative,2013,Arctic Monkeys,Arabella,AM,3:33,90,A - C
Arctic Monkeys - Brianstorm,Alternative,2007,Arctic Monkeys,Brianstorm,Favourite Worst Nightmare,2:58,82,A - C
Arctic Monkeys - R U Mine,Alternative,2013,Arctic Monkeys,R U Mine?,AM,3:25,97,A - C
Arena - Volver a Nacer,Latin,2010,Arena,Volver a Nacer,ParapapÃ¡s,3:22,191,A - C
Art Benson - Mind In Motion,Pop Rock,2011,Art Benson,Mind In Motion,Art Benson,3:33,96,A - C
Ashland Court - Hell's Sweet Hands,Rock,2009,Ashland Court,Hell's Sweet Hands,Ashland Court,3:18,124,A - C
Asia - Heat of the Moment,Classic Rock,1982,Asia,Heat of the Moment,Asia,3:35,131,A - C
Askari Nari - A Tadg30 Song,Metal,2011,Askari Nari,A Tadg30 Song,Then the Spider Turns to the Dolphin and Says...,2:09,149,A - C
Assembly of Dust - Pedal Down,Rock,2009,Assembly of Dust,Pedal Down,Some Assembly Required,3:54,85,A - C
Assuming We Survive - Open Water,Rock,2016,Assuming We Survive,Open Water,All Roads Lead Home,3:41,135,A - C
Astra Kelly - Like Never Before,Pop Rock,2011,Astra Kelly,Like Never Before,Timebomb,3:50,85,A - C
Astra Kelly - These Days,Pop Rock,2011,Astra Kelly,These Days,Timebomb,4:06,130,A - C
Astra Kelly - Timebomb,Pop Rock,2011,Astra Kelly,Timebomb,Timebomb,3:38,124,A - C
At the Drive-In - One Armed Scissor,Alternative,2000,At the Drive-In,One Armed Scissor,Relationship of Command,3:52,83,A - C
At the Gates - Blinded By Fear,Metal,1995,At the Gates,Blinded By Fear,Slaughter of the Soul,2:48,122,A - C
Atreyu - Coffin Nails,Metal,2009,Atreyu,Coffin Nails,Congregation of the Damned,3:29,80,A - C
Atreyu - Ravenous,Metal,2009,Atreyu,Ravenous,Congregation of the Damned,3:22,77,A - C
Attack! Attack! - You and Me,Alternative,2008,Attack! Attack!,You & Me,Attack! Attack!,3:42,147,A - C
Audible Mainframe - Anybody Else,R&B/Soul/Funk,2009,Audible Mainframe,Anybody Else,Transients,3:59,112,A - C
Audible Mainframe - Radioland,R&B/Soul/Funk,2009,Audible Mainframe,Radioland,Transients,3:50,100,A - C
Audio Ammunition - Honeys Takin' Money,Hip-Hop/Rap,2007,Audio Ammunition,Honeys Takin' Money,,3:07,90,A - C
Audio Ammunition - War Against the Radio,Rock,2005,Audio Ammunition,War Against the Radio,Subject to Appropriation,3:23,144,A - C
Audio Fiction - Race The Hourglass,Rock,2008,Audio Fiction,Race The Hourglass,Audio Fiction,3:10,159,A - C
AudioDamn! - Lights Out,Pop Rock,2016,AudioDamn!,Lights Out,AudioDamn! - EP,2:32,136,A - C
Audioslave - Gasoline,Rock,2002,Audioslave,Gasoline,Audioslave,4:41,93,A - C
Audioslave - Like a Stone,Rock,2002,Audioslave,Like a Stone,Audioslave,4:59,108,A - C
Authority Zero - No Regrets,Punk,2007,Authority Zero,No Regrets,12:34,2:28,132,A - C
Ava Inferi - Majesty,Metal,2011,Ava Inferi,Majesty,Onyx,6:08,147,A - C
Ava Inferi - Onyx,Metal,2011,Ava Inferi,Onyx,Onyx,5:01,106,A - C
Ava Inferi - The Living End,Metal,2011,Ava Inferi,The Living End,Onyx,7:00,120,A - C
Avenged Sevenfold - Afterlife,Metal,2007,Avenged Sevenfold,Afterlife,Avenged Sevenfold,5:56,110,A - C
Avenged Sevenfold - Almost Easy,Metal,2007,Avenged Sevenfold,Almost Easy,Avenged Sevenfold,3:57,87,A - C
Avenged Sevenfold - Bat Country,Metal,2005,Avenged Sevenfold,Bat Country,City of Evil,5:15,83,A - C
Avenged Sevenfold - Beast and the Harlot,Metal,2005,Avenged Sevenfold,Beast and The Harlot,City of Evil,5:45,77,A - C
Avenged Sevenfold - Critical Acclaim,Metal,2007,Avenged Sevenfold,Critical Acclaim,Avenged Sevenfold,5:15,137,A - C
Avenged Sevenfold - God Damn,Metal,2016,Avenged Sevenfold,God Damn,The Stage,3:44,120,A - C
Avenged Sevenfold - Hail to the King,Metal,2013,Avenged Sevenfold,Hail to the King,Hail to the King,5:12,118,A - C
Avenged Sevenfold - Nightmare,Metal,2010,Avenged Sevenfold,Nightmare,Nightmare,6:21,130,A - C
Avenged Sevenfold - Scream,Metal,2007,Avenged Sevenfold,Scream,Avenged Sevenfold,4:52,129,A - C
Avenged Sevenfold - Seize the Day,Metal,2005,Avenged Sevenfold,Seize the Day,City of Evil,5:39,139,A - C
Avenged Sevenfold - Shepherd of Fire,Metal,2013,Avenged Sevenfold,Shepherd of Fire,Hail to the King,5:01,128,A - C
Avenged Sevenfold - So Far Away,Metal,2010,Avenged Sevenfold,So Far Away,Nightmare,5:32,76,A - C
Avenged Sevenfold - The Stage,Metal,2016,Avenged Sevenfold,The Stage,The Stage,8:34,134,A - C
Avenged Sevenfold - Unholy Confessions,Metal,2003,Avenged Sevenfold,Unholy Confessions,Waking the Fallen,4:50,92,A - C
Avenged Sevenfold - Welcome to the Family,Metal,2010,Avenged Sevenfold,Welcome to the Family,Nightmare,4:08,95,A - C
Average White Band - Pick Up the Pieces,R&B/Soul/Funk,1974,Average White Band,Pick Up the Pieces,AWB,4:08,107,A - C
Avicii - Wake Me Up,Pop/Dance/Electronic,2013,Avicii,Wake Me Up,TRUE,4:08,124,A - C
Avril Lavigne - Complicated,Pop Rock,2002,Avril Lavigne,Complicated,Let Go,4:08,155,A - C
Avril Lavigne - My Happy Ending,Pop Rock,2004,Avril Lavigne,My Happy Ending,Under My Skin,4:14,85,A - C
Avril Lavigne - Sk8er Boi,Pop Rock,2002,Avril Lavigne,Sk8er Boi,Let Go,3:31,149,A - C
Avril Lavigne - What The Hell,Pop Rock,2011,Avril Lavigne,What The Hell,Goodbye Lullaby,3:43,149,A - C
Avril Lavigne ft. blackbear - Love It When You Hate Me,Pop Rock,2022,Avril Lavigne ft. blackbear,Love It When You Hate Me,Love Sux,2:31,92,A - C
Awaken - The Silence Is Deafening,Metal,2009,Awaken,The Silence Is Deafening,Single,5:16,115,A - C
Azania - Show Me a Sign,R&B/Soul/Funk,2012,Azania,Show Me a Sign,Looking Ahead,4:31,121,A - C
B.B. King - The Thrill is Gone,Blues,1969,B.B. King,The Thrill Is Gone,Completely Well,5:39,90,A - C
B.et.a and The Neon Panthers - Queendom,Pop/Dance/Electronic,2011,B.et.a and The Neon Panthers,Queendom,Queendom,3:52,124,A - C
B.o.B. (featuring Hayley Williams) - Airplanes,Hip-Hop/Rap,2010,B.o.B. (featuring Hayley Williams),Airplanes,B.o.B Presents: The Adventures of Bobby Ray,3:06,93,A - C
"BabelFish - Guys, You're Not Dead Yet",Alternative,2011,BabelFish,"Guys, You're Not Dead Yet",Adverse Camber,5:45,103,A - C
BABYMETAL - Gimme Chocolate!!,Metal,2014,BABYMETAL,Gimme Chocolate!!,BABYMETAL,3:51,110,A - C
BABYMETAL - Starlight,Metal,2018,BABYMETAL,Starlight,Starlight,3:40,141,A - C
Bachman-Turner Overdrive - Takin' Care Of Business,Classic Rock,1974,Bachman-Turner Overdrive,Takin' Care Of Business,Bachman-Turner Overdrive II,4:41,131,A - C
Backyard Babies - Degenerated,Rock,2008,Backyard Babies,Degenerated,Backyard Babies,3:39,108,A - C
Bad Brains - Re-Ignition (Live),Punk,1987,Bad Brains,Re-Ignition (Live),I Against I,4:33,90,A - C
Bad Company - Bad Company,Classic Rock,1974,Bad Company,Bad Company,Bad Company,4:58,112,A - C
Bad Company - Can't Get Enough,Classic Rock,1974,Bad Company,Can't Get Enough,Bad Company,4:16,126,A - C
Bad Company - Shooting Star,Classic Rock,1975,Bad Company,Shooting Star,Straight Shooter,6:37,82,A - C
Bad Omens - Just Pretend,Metal,2022,Bad Omens,Just Pretend,THE DEATH OF PEACE OF MIND,3:26,139,A - C
Bad Religion - 21st Century (Digital Boy),Punk,1990,Bad Religion,21st Century (Digital Boy),Stranger Than Fiction,2:54,132,A - C
Bad Religion - New Dark Ages,Punk,2007,Bad Religion,New Dark Ages,New Maps of Hell,2:49,77,A - C
Bad Religion - No Control,Punk,1989,Bad Religion,No Control,No Control,1:52,145,A - C
Bad Religion - Sorrow,Punk,2002,Bad Religion,Sorrow,The Process of Belief,3:23,140,A - C
Ballyhoo! - Cali Girl,Rock,2006,Ballyhoo!,Cali Girl,Do It For The Money!,3:16,89,A - C
Ballyhoo! - Paper Dolls,Rock,2009,Ballyhoo!,Paper Dolls,Cheers!,3:16,85,A - C
Band of Horses - Casual Party,Indie Rock,2016,Band of Horses,Casual Party,Why Are You OK,3:38,130,A - C
"Band of Horses - Cigarettes, Wedding Bands",Indie Rock,2007,Band Of Horses,"Cigarettes, Wedding Bands",Cease To Begin,4:44,129,A - C
Band of Horses - Is There a Ghost,Indie Rock,2007,Band of Horses,Is There a Ghost,Cease to Begin,3:03,137,A - C
Band of Horses - No One's Gonna Love You,Indie Rock,2007,Band of Horses,No One's Gonna Love You,Cease to Begin,3:40,75,A - C
Band of Horses - The Funeral,Indie Rock,2006,Band of Horses,The Funeral,Everything All the Time,5:25,124,A - C
Band of Horses - The Great Salt Lake,Indie Rock,2006,Band of Horses,The Great Salt Lake,Everything All the Time,4:49,127,A - C
Band Of Skulls - I Know What I Am,Indie Rock,2009,Band of Skulls,I Know What I Am,Baby Darling Doll Face Honey,3:23,100,A - C
Bang Camaro - Bang Camaro,Rock,2007,Bang Camaro,Bang Camaro,Bang Camaro,4:16,110,A - C
Bang Camaro - Blood Red Rock,Rock,2008,Bang Camaro,Blood Red Rock,Bang Camaro II,3:01,101,A - C
Bang Camaro - Night Lies,Rock,2008,Bang Camaro,Night Lies,Bang Camaro II,3:51,134,A - C
Bang Camaro - Nightlife Commando,Rock,2007,Bang Camaro,Nightlife Commando,Bang Camaro,4:06,132,A - C
Bang Camaro - Pleasure (Pleasure),Rock,2007,Bang Camaro,Pleasure (Pleasure),Bang Camaro,3:43,118,A - C
Bang Camaro - Push Push (Lady Lightning),Rock,2007,Bang Camaro,Push Push (Lady Lightning),Bang Camaro,4:43,112,A - C
Bang Camaro - Revolution,Rock,2008,Bang Camaro,Revolution,Bang Camaro II,3:29,131,A - C
Bang Camaro - Rock Rebellion,Rock,2007,Bang Camaro,Rock Rebellion,Bang Camaro,4:53,78,A - C
Bang Camaro - Swallow the Razor,Rock,2007,Bang Camaro,Swallow the Razor,Bang Camaro,3:41,88,A - C
"Bang on a Can All-Stars & David Lang - Cheating, Lying, Stealing",Other,2002,Bang on a Can All-Stars / David Lang,"Cheating, Lying, Stealing",Bang on a Can Classics,5:44,81,A - C
Bang on a Can All-Stars & Evan Ziporyn - ShadowBang (Head),Other,2003,Bang on a Can All-Stars / Evan Ziporyn,ShadowBang (Head),ShadowBang,3:02,83,A - C
Bang on a Can All-Stars & Julia Wolfe - Believing,Other,2001,Bang on a Can All-Stars / Julia Wolfe,Believing,Renegade Heaven,5:41,115,A - C
Bang on a Can All-Stars & Michael Gordon - Yo Shakespeare,Other,1992,Bang on a Can All-Stars / Michael Gordon,Yo Shakespeare,,3:31,125,A - C
"Bankai - The Epic, Part 3.7 (RBN Remix)",Pop/Dance/Electronic,2011,Bankai,"The Epic, Part 3.7 (RBN Remix)",Game Mixes,5:14,130,A - C
BANNERS - Someone To You,Alternative,2019,BANNERS,Someone To You,Where The Shadow Ends,3:41,149,A - C
BAP - Verdamp Lang Her,Rock,1981,BAP,Verdamp Lang Her,FÃ¼r Usszeschnigge,6:23,134,A - C
Barefoot Truth - Threads,Rock,2010,Barefoot Truth,Threads,Threads,5:29,75,A - C
Barely March - Thinking Emoji,Punk,2018,Barely March,Thinking Emoji,Marely Barch,3:15,95,A - C
Barenaked Ladies - Hanukkah Blessings,Rock,2004,Barenaked Ladies,Hanukkah Blessings,Barenaked for the Holidays,3:27,132,A - C
Barenaked Ladies - One Week,Rock,1998,Barenaked Ladies,One Week,Stunt,2:52,112,A - C
Basement - Promise Everything,Alternative,2016,Basement,Promise Everything,Promise Everything,2:36,76,A - C
Bastille - Pompeii,Indie Rock,2013,Bastille,Pompeii,Bad Blood,3:38,127,A - C
Battlesoul - Battlesoul,Metal,2008,Battlesoul,Battlesoul,Battlesoul,3:44,144,A - C
"Bayside - Sick, Sick, Sick",Alternative,2011,Bayside,"Sick, Sick, Sick",Killing Time,3:35,171,A - C
BB Brunes - Dis-Moi,Rock,2007,BB Brunes,Dis-Moi,Blonde Comme Moi,2:26,129,A - C
Beach Bunny - Prom Queen,Alternative,2018,Beach Bunny,Prom Queen,Prom Queen EP,2:19,143,A - C
Bearstronaut - Shadow,Hip-Hop/Rap,2016,Bearstronaut,Shadow,"Boston Sessions, Vol. 1: Beast",3:37,118,A - C
Beastie Boys - Fight for Your Right,Hip-Hop/Rap,1986,Beastie Boys,Fight for Your Right,Licensed to Ill,3:38,133,A - C
Beastie Boys - Gratitude,Hip-Hop/Rap,1992,Beastie Boys,Gratitude,Check Your Head,2:49,161,A - C
Beastie Boys - Make Some Noise,Hip-Hop/Rap,2011,Beastie Boys,Make Some Noise,Hot Sauce Committee Part Two,3:59,98,A - C
Beastie Boys - No Sleep till Brooklyn,Hip-Hop/Rap,1986,Beastie Boys,No Sleep till Brooklyn,Licensed to Ill,4:20,193,A - C
Beastie Boys - Sabotage,Hip-Hop/Rap,1994,Beastie Boys,Sabotage,Ill Communication,3:07,83,A - C
Beastie Boys - So What'cha Want,Hip-Hop/Rap,1992,Beastie Boys,So What'cha Want,Check Your Head,3:41,85,A - C
Beastie Boys ft. Kerry King - No Sleep Till Brooklyn,Hip-Hop/Rap,1987,Beastie Boys ft. Kerry King,No Sleep Till Brooklyn,Licensed to Ill,4:31,96,A - C
Beatsteaks - Hail to the Freaks,Punk,2008,Beatsteaks,Hail to the Freaks,Limbo Messiah,3:10,75,A - C
Beck - Devils Haircut,Alternative,1996,Beck,Devils Haircut,Odelay,3:19,123,A - C
Beck - Dreams,Alternative,2015,Beck,Dreams,Colors,5:17,114,A - C
Beck - E-Pro,Alternative,2005,Beck,E-Pro,Guero,3:30,191,A - C
Beck - Gamma Ray,Alternative,2008,Beck,Gamma Ray,Modern Guilt,3:00,167,A - C
Beck - Sexx Laws,Alternative,1999,Beck,Sexx Laws,Midnite Vultures,3:28,134,A - C
Before Nine - I,Rock,2010,Before Nine,I,Before Nine,3:16,103,A - C
Behemoth - Conquer All,Metal,2004,Behemoth,Conquer All,Demigod,3:36,91,A - C
Belinda Carlisle - Heaven Is A Place On Earth,Rock,1987,Belinda Carlisle,Heaven Is A Place On Earth,Heaven on Earth,4:08,122,A - C
